# Time-correlated data for fix SS
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_pxy*v_pxy v_pxz*v_pxz v_pyz*v_pyz
0 100
17 160 32685 -28659.7 -24575 -33436.5
18 170 32684 -44181.2 -45076.1 -33903.9
19 180 32683 -41091.2 -45545.4 -35185.6
20 190 32682 464.753 -299.64 -1356.56
21 200 32681 8530.68 9690.56 6228.16
22 210 32680 94267.8 87872.9 88627.6
23 220 32679 74224.9 69402.7 69901.1
24 230 32678 -65821 -62282.2 -63330.3
25 240 32677 -27184.9 -31502.1 -20328.7
26 250 32676 -13142.9 -23103.5 -18465
27 260 32675 -39722.2 -37585.8 -45914.2
28 270 32674 21167.4 8482.53 3071.1
29 280 32673 76347.3 60710.8 57370
30 290 32672 9419.05 13942.2 6320.81
31 300 32671 -22476.5 -25687.8 -19491
32 310 32670 -1136.53 -4194.49 7660.51
33 320 32669 -31433.4 -24428.7 -26790.4
34 330 32668 -14501.8 -13693.3 -13425.2
35 340 32667 67950.1 69403.4 59199.4
36 350 32666 15054.2 6954.08 3277.4
37 360 32665 12939.9 7980.51 10388.2
38 370 32664 -7671.93 -9839.94 -7962.89
39 380 32663 -61246.7 -73802.8 -66065.5
40 390 32662 7402.02 5098.66 6197.14
41 400 32661 15908.2 9293.68 3436.94
42 410 32660 9731.22 857.281 -5700.01
43 420 32659 43467.7 34791 32435.7
44 430 32658 30442.8 14790.9 22978.8
45 440 32657 -26791.5 -29395.6 -32580
46 450 32656 -35331.6 -36996.6 -33556.6
47 460 32655 15370.7 7215.62 10751
48 470 32654 14446.6 21546.2 4906.17
49 480 32653 -4717.62 -13760.3 -14593.7
50 490 32652 39691.9 25135.8 25880.7
51 500 32651 -6634.29 -3540.76 -8276.54
52 510 32650 -29212.5 -27331.3 -24531
53 520 32649 3245.59 3018.9 8846.55
54 530 32648 -10861.6 -5184.05 -14221.8
55 540 32647 6244.37 12067.1 4747.79
56 550 32646 35222.8 25848.8 26819.6
57 560 32645 7180.71 -6064.11 -5281.91
58 570 32644 -15395.1 -20829.1 -18798.1
59 580 32643 3331.71 -1250.28 3495.09
60 590 32642 -22586.4 -22434.4 -24836.1
61 600 32641 -13604.3 -11841.7 -21492.9
62 610 32640 24398.9 21055.5 16597.6
63 620 32639 13078.2 4321.52 2793.86
64 630 32638 -1220.09 -4275.24 -7046.96
65 640 32637 12515.9 1386.8 9280.5
66 650 32636 3689.48 -3212.98 5769.42
67 660 32635 -31356.9 -24356.3 -32688.5
68 670 32634 -12175.9 -15890.9 -16594.1
69 680 32633 33051 33729 26907.9
70 690 32632 -5006.65 -9608.6 -11025.1
71 700 32631 161.936 -17933.6 -10810.1
72 710 32630 31948.8 24826.2 32508.6
73 720 32629 -12657 -26682 -12528.2
74 730 32628 -16409.5 -27341.6 -24096.1
75 740 32627 13395.8 17402.7 11123.2
76 750 32626 -678.712 -8395.43 -7035.37
77 760 32625 2542.29 -68.4129 -1723.02
78 770 32624 16304.1 9669.8 9525.08
79 780 32623 -2153.16 -11900.3 -3328.1
80 790 32622 -6181.98 -17143.9 -6272.81
81 800 32621 -4378.26 -13769 -10329.5
82 810 32620 -8908.35 -3484.96 -11632.6
83 820 32619 9359 262.149 5120.03
84 830 32618 6955.72 1296.93 -2979.93
85 840 32617 -11015.2 -10579.5 -15178.3
86 850 32616 20651.8 5473.95 18649.1
87 860 32615 7095.17 -9414.76 2053.22
88 870 32614 -23181.7 -25412.6 -25834.9
89 880 32613 5091.15 3220.45 4847.82
90 890 32612 9981.4 1473.81 2643.28
91 900 32611 -14055.2 -16686.2 -23334.2
92 910 32610 10114 3880.18 6127.56
93 920 32609 8509.33 -1085.5 5485.75
94 930 32608 1238.64 -5266.87 343.771
95 940 32607 3211.78 693.593 5349.56
96 950 32606 -6027.42 -446.193 -3115.03
97 960 32605 -1647.74 -1422.41 -7846.32
98 970 32604 -1612.31 -4803.37 -11636.2
99 980 32603 9833.94 4842.03 2712.12
100 990 32602 9726.48 -1231 2404.54
328000 100
1 0 32801 671606 609761 599733
2 10 32800 107267 110590 105998
3 20 32799 -35551.4 -33230.9 -33561.9
4 30 32798 102598 94407 112230
5 40 32797 -84185.7 -95147.3 -78307.9
6 50 32796 -73425.1 -73096 -75458.2
7 60 32795 102583 99902.6 90585.1
8 70 32794 171260 171288 167102
9 80 32793 28103 32829 21122.5
10 90 32792 -20407 -23492.9 -21747.4
11 100 32791 -18002.6 -23848.6 -10215.7
12 110 32790 -94595.9 -97682 -87201.7
13 120 32789 -21246.5 -20064.5 -16151.9
14 130 32788 88458.9 91054.1 79797
15 140 32787 83018.2 78254.6 76080.7
16 150 32786 56585.5 55611.5 47329.9
17 160 32785 -28429.9 -24749.1 -33510.1
18 170 32784 -43679 -45836.7 -33648.9
19 180 32783 -41138 -45995.7 -35349.6
20 190 32782 511.777 158.466 -1134.11
21 200 32781 8669.65 10262.3 6443.5
22 210 32780 93954.6 88341.2 88628.3
23 220 32779 74210.3 69593 69891.4
24 230 32778 -65585.2 -62424.5 -63526.8
25 240 32777 -27089.7 -31857.2 -20246.4
26 250 32776 -13136.6 -23398 -18670.6
27 260 32775 -39606.2 -37170 -45742.4
28 270 32774 20974.4 9277.02 3372.5
29 280 32773 76065.2 61169.7 57296.8
30 290 32772 9122.8 14144.5 6664.93
31 300 32771 -22158.4 -26160.3 -19629.6
32 310 32770 -1206.1 -4666.74 7581.66
33 320 32769 -31753.8 -24497.6 -26532.9
34 330 32768 -14513.6 -13600.6 -13178.1
35 340 32767 67842.4 69773.1 59337.1
36 350 32766 14752 7197.72 3292.59
37 360 32765 12713.7 7680.2 10698
38 370 32764 -7550.96 -10218.1 -8164.08
39 380 32763 -61085.3 -74306.1 -66190.4
40 390 32762 7388.1 4942.2 6346.78
41 400 32761 15629.9 9827.54 3395.53
42 410 32760 9765.3 1452.84 -5591.9
43 420 32759 43240.7 35123 32563
44 430 32758 30210.2 14827.9 23137.6
45 440 32757 -26683.3 -29585.8 -32621.6
46 450 32756 -35217.6 -37106.8 -33630.5
47 460 32755 15158.1 7279.14 10901.9
48 470 32754 14651.5 22241.3 4914.25
49 480 32753 -4810.14 -12986.5 -14332.8
50 490 32752 39296.2 25183.8 26081.2
51 500 32751 -6483.55 -3574.16 -8138.68
52 510 32750 -29045 -27682.4 -24540
53 520 32749 3346.21 2491.1 8644.08
54 530 32748 -10958.4 -4890.27 -13892.8
55 540 32747 6201.37 12447.5 4535.1
56 550 32746 35267.6 26208.1 26856
57 560 32745 7083.63 -5852.59 -4884.07
58 570 32744 -15501.7 -21193.5 -18906
59 580 32743 3633.2 -1672.51 3351.47
60 590 32742 -22696.6 -22812.3 -24975.8
61 600 32741 -13588.8 -11839.6 -21409.3
62 610 32740 24522.9 21297.7 16408.3
63 620 32739 12802.7 4302.1 2660.3
64 630 32738 -1400.12 -4161.74 -6734.25
65 640 32737 12596.3 1160.92 9178.08
66 650 32736 3634.24 -3650.25 5650.47
67 660 32735 -31383.5 -24252.8 -32449.3
68 670 32734 -12074.9 -15396.4 -16638.5
69 680 32733 33195.6 34052.7 26786.7
70 690 32732 -4788.43 -9485.44 -10855.7
71 700 32731 -14.9287 -17972.1 -10770.9
72 710 32730 32118.3 24524.5 32360.1
73 720 32729 -12415.5 -26741.9 -12614.9
74 730 32728 -16344.9 -27198.2 -24499.8
75 740 32727 13508.4 17841.6 10887.5
76 750 32726 -386.035 -8055.12 -7081.49
77 760 32725 2541.75 -25.9797 -1654.08
78 770 32724 16261.7 9687.45 9807.34
79 780 32723 -2033.47 -12078.3 -3201.06
80 790 32722 -6347.94 -17325.2 -6227.29
81 800 32721 -4280.93 -13610.8 -10550
82 810 32720 -8724.85 -3302.26 -11593.6
83 820 32719 9344.87 172.813 5235.86
84 830 32718 7016.09 1203.17 -2979.08
85 840 32717 -10949.3 -10301.5 -14853.3
86 850 32716 20648.4 5603.62 18460.5
87 860 32715 7248.15 -9278.27 1650.46
88 870 32714 -23250.7 -24744.8 -26076.5
89 880 32713 5385.24 3376.72 4682.32
90 890 32712 10170.5 1146.8 2787.79
91 900 32711 -13902.6 -16573.5 -23157.1
92 910 32710 10343.1 3862.42 6413.04
93 920 32709 8442.1 -1217.54 5412.82
94 930 32708 1212.11 -5056.26 -64.5132
95 940 32707 3340.1 925.665 5150.91
96 950 32706 -6088.2 -672.369 -3046.78
97 960 32705 -1646.61 -1671.72 -7579.26
98 970 32704 -1205.99 -4942.02 -11395.3
99 980 32703 9852.11 4829.91 2887.56
100 990 32702 9697.91 -942.717 2295.67
329000 100
1 0 32901 670880 609760 600402
2 10 32900 107183 110489 106116
3 20 32899 -35508.1 -33117.8 -33885.4
4 30 32898 102345 94953 112378
5 40 32897 -84186.4 -94859 -77956.7
6 50 32896 -73470.7 -72868.7 -75842.9
7 60 32895 102312 100265 90532.7
8 70 32894 171222 171490 167516
9 80 32893 28006.9 32717.5 21073.1
10 90 32892 -20506.7 -23143.9 -22354.7
11 100 32891 -18067.1 -23471.4 -10598.4
12 110 32890 -94739.8 -97741.7 -87144.3
13 120 32889 -21345 -19629.5 -16479.5
14 130 32888 88276.2 91305.9 79527.3
15 140 32887 82980.9 78038.7 76514.8
16 150 32886 56678.2 55801.3 47332.6
17 160 32885 -28249.6 -24318.4 -34003.8
18 170 32884 -43601.4 -46044.8 -33589
19 180 32883 -41325.4 -45799.5 -34918.8
20 190 32882 254.742 585.576 -968.912
21 200 32881 8565.01 10103.7 6477.9
22 210 32880 93635.9 88403.7 89101.4
23 220 32879 74033.7 69812.1 69826.4
24 230 32878 -65402.3 -62526.2 -63994.4
25 240 32877 -27256.9 -31881.2 -20363.8
26 250 32876 -13153.2 -23197.4 -18124.7
27 260 32875 -39593.3 -36983.7 -45295.2
28 270 32874 20776.4 9292.86 3176.49
29 280 32873 76012.9 61450.6 57329.9
30 290 32872 9388.45 14319.7 6688.63
31 300 32871 -21835.4 -26416.3 -20419.2
32 310 32870 -1204.07 -4428.14 7126.22
33 320 32869 -31626.2 -24467.1 -26023.9
34 330 32868 -14411.7 -13681.2 -12831.3
35 340 32867 67568 69943.9 58940.1
36 350 32866 14807.2 7278.38 3240.82
37 360 32865 12755.1 7574.21 10691.8
38 370 32864 -7451.05 -10332.1 -8921.48
39 380 32863 -60800.4 -74336.5 -66266.4
40 390 32862 7085.68 4723.03 7033.46
41 400 32861 15348.6 9786.1 3875.52
42 410 32860 9735.62 1410.84 -5904.12
43 420 32859 43067.7 35107.4 32732.8
44 430 32858 30062.6 14913.1 23301.5
45 440 32857 -26583.1 -29761.5 -33235.8
46 450 32856 -34970.9 -37279.3 -33579.6
47 460 32855 14923.5 7216.7 11493.7
48 470 32854 14500.1 22039.5 5332.93
49 480 32853 -4768.38 -13137.8 -14525.4
50 490 32852 39105.5 25522.3 25684.7
51 500 32851 -6356.17 -3501.47 -8098.38
52 510 32850 -28814.2 -27924.4 -24806.5
53 520 32849 3363.97 2983.73 8325.69
54 530 32848 -10924.6 -4928.3 -13431.5
55 540 32847 6207.88 12109.4 4903.65
56 550 32846 35212.1 26696.6 26431.8
57 560 32845 6777.85 -5777.14 -5292.43
58 570 32844 -15487.7 -21447.7 -18856.9
59 580 32843 3823.67 -1600.07 2920.54
60 590 32842 -22748.1 -22637.4 -24965.2
61 600 32841 -13490 -12197 -20940.9
62 610 32840 24646.1 21219.8 16469.9
63 620 32839 12715.4 4741.23 2381.44
64 630 32838 -1449.74 -4340.04 -7316.25
65 640 32837 12710.3 930.799 8939.24
66 650 32836 3701.44 -3487.76 5584.93
67 660 32835 -31246.1 -24723.6 -32568.6
68 670 32834 -11785.6 -15774 -16306.1
69 680 32833 33277.2 34238.1 27231.8
70 690 32832 -4957.47 -9622.04 -11391.3
71 700 32831 -42.706 -17970.2 -11391.7
72 710 32830 32049.8 24765.4 32225.2
73 720 32829 -12503.6 -27056 -12808.9
74 730 32828 -16459 -27437.6 -24597.6
75 740 32827 13522.4 17836.3 11137.3
76 750 32826 -243.709 -8157.1 -6862.22
77 760 32825 2462.32 -150.783 -2099.94
78 770 32824 16102.8 9869.38 9192.64
79 780 32823 -2024.64 -11921.7 -3363.09
80 790 32822 -6374.02 -17705.6 -6356.34
81 800 32821 -4324.58 -13600.9 -10469.5
82 810 32820 -8617.53 -3107.63 -11093.1
83 820 32819 9331.89 -203.484 5346.75
84 830 32818 7128.64 1290.86 -3117.25
85 840 32817 -11117 -9946.75 -14999.4
86 850 32816 20450.7 5054.95 18436.9
87 860 32815 7199.24 -9637.68 1959.89
88 870 32814 -23377 -24806.3 -25832.1
89 880 32813 5508.39 2829.11 4595.83
90 890 32812 10254.3 1064.69 2823.42
91 900 32811 -13757.2 -16180.2 -23319.3
92 910 32810 10308.8 3884.82 5739.91
93 920 32809 8291.64 -1403.58 5420.03
94 930 32808 1260.41 -5243.49 414.369
95 940 32807 3165.44 931.997 5275.3
96 950 32806 -5914.19 -1002.09 -3041.66
97 960 32805 -1361.73 -1398.71 -7403.92
98 970 32804 -1232.18 -4295.64 -11612.3
99 980 32803 9929.42 4688.84 2464.91
100 990 32802 9765.82 -753.65 2774.68
330000 100
1 0 33001 670791 609681 600135
2 10 33000 107205 110366 106087
3 20 32999 -35554.1 -33140.6 -33804.1
4 30 32998 102205 95342.5 112426
5 40 32997 -84449.4 -94701.2 -77736.1
6 50 32996 -73642.3 -72880.7 -75676
7 60 32995 102400 100371 90525.9
8 70 32994 171122 171189 167345
9 80 32993 28105.9 32531.9 20990.6
10 90 32992 -20445.7 -22849.4 -22442
11 100 32991 -18175 -23359.7 -10676.1
12 110 32990 -94878.4 -97792.3 -87259.3
13 120 32989 -21547.9 -19329.3 -16595.4
14 130 32988 88397.6 91405.8 79505
15 140 32987 83022.8 77696.8 76294.3
16 150 32986 56719.4 55852.7 47214.7
17 160 32985 -28052.9 -24130 -33866.6
18 170 32984 -43595 -46280.5 -33559.7
19 180 32983 -41597.5 -45627.3 -34998.7
20 190 32982 278.742 771.144 -905.597
21 200 32981 8465.97 9862.33 6465.51
22 210 32980 93585.2 88179.1 88994.6
23 220 32979 74148.7 69808.8 69848.6
24 230 32978 -65203.9 -62652 -63775.5
25 240 32977 -27298.3 -31997.3 -20286.9
26 250 32976 -13135.1 -23109.9 -18238.6
27 260 32975 -39507.9 -36887.5 -45152.1
28 270 32974 20810 9426.18 3090.51
29 280 32973 76132.9 61491.4 57117.3
30 290 32972 9751.82 14275.5 6744.61
31 300 32971 -21658.6 -26342.4 -20128
32 310 32970 -1130.16 -4391.79 6899.07
33 320 32969 -31316.9 -24374.2 -26147.1
34 330 32968 -14556.5 -13483.1 -12677.1
35 340 32967 67588.6 69988.2 58790.7
36 350 32966 15156.7 7415.87 3226.13
37 360 32965 12943.7 7685.02 11109.1
38 370 32964 -7530.53 -10352.2 -8718.39
39 380 32963 -60517.7 -74405 -66189.1
40 390 32962 6880.75 4755.23 7194.48
41 400 32961 14820.3 9950.9 3923.89
42 410 32960 9376.98 1417.58 -5879.04
43 420 32959 42802 35265.2 32735.4
44 430 32958 29751.4 14834.9 23444.6
45 440 32957 -26397.3 -29858.6 -33332.7
46 450 32956 -34644.1 -37182.3 -33579.3
47 460 32955 14765.2 7038.87 11598.8
48 470 32954 14484.4 22029.7 5202.12
49 480 32953 -4919.33 -12907 -14357
50 490 32952 38925.5 25548.3 26193.4
51 500 32951 -6171.95 -3610.31 -8117.85
52 510 32950 -28385 -28029.3 -24798.1
53 520 32949 3564.24 3027.75 8682.08
54 530 32948 -10720.1 -5127.73 -13498.8
55 540 32947 6034.35 11926.4 4920.09
56 550 32946 34993.6 26851.9 27011.1
57 560 32945 6578.28 -6010.46 -4931.22
58 570 32944 -15381.4 -21619 -18850.7
59 580 32943 4011.92 -1634.03 3041.28
60 590 32942 -22593.2 -22776.3 -24863.4
61 600 32941 -13230.7 -12195.8 -21106
62 610 32940 24528 21410.9 16408.3
63 620 32939 12446.5 4908.45 2877.2
64 630 32938 -1468.89 -4475.62 -7042.41
65 640 32937 12678.7 831.809 8891.77
66 650 32936 3701.08 -3783.86 5471.34
67 660 32935 -30918.8 -25089.2 -32516.7
68 670 32934 -11770.8 -15647.7 -16550.6
69 680 32933 33097.3 34206.1 26779.3
70 690 32932 -5097.05 -9770.4 -10978.2
71 700 32931 -352.32 -17777.9 -11067.8
72 710 32930 31710.2 24513.9 32001.3
73 720 32929 -12431.5 -27451.2 -12569.8
74 730 32928 -16563.2 -27336.7 -24356.7
75 740 32927 13478.3 17921.7 10801.5
76 750 32926 -261.117 -8078.39 -6767.23
77 760 32925 2278.14 71.3105 -1695.32
78 770 32924 16002.9 9878.79 9339.52
79 780 32923 -2065.15 -12081.5 -3308.41
80 790 32922 -6205.92 -17798.1 -6195.01
81 800 32921 -4212.08 -13541.9 -10776.6
82 810 32920 -8428.54 -3212.62 -11198.3
83 820 32919 9598.7 -144.499 5146.32
84 830 32918 7260.92 1489.13 -3383.42
85 840 32917 -11003.6 -10276.8 -14834.4
86 850 32916 20485.2 4745.36 18354.3
87 860 32915 7159.03 -9526.75 1536.29
88 870 32914 -23451.5 -25014.6 -25922.5
89 880 32913 5298.39 2751.14 4869.52
90 890 32912 10320.1 1295.46 2650.3
91 900 32911 -13659 -16285.4 -23363.2
92 910 32910 10421.5 3661.31 6432.39
93 920 32909 8330.84 -1343.45 5411.96
94 930 32908 1172.75 -5431.86 -0.396097
95 940 32907 2918.61 912.324 5537.52
96 950 32906 -6321.15 -671.906 -2740.37
97 960 32905 -1249.35 -1366.96 -7396.2
98 970 32904 -1053.64 -4324.78 -11439.3
99 980 32903 10022.1 4608.78 3009.78
100 990 32902 10096.6 -1036.03 2613.97
331000 100
1 0 33101 671016 609357 600385
2 10 33100 107519 110373 105980
3 20 33099 -35479.7 -32752.4 -34202.7
4 30 33098 101824 95624.3 112339
5 40 33097 -84813.9 -94615.3 -78009.4
6 50 33096 -73497.8 -72560.6 -75846.5
7 60 33095 102844 100525 90621.1
8 70 33094 171463 170915 167309
9 80 33093 28172.8 32597.1 21165.9
10 90 33092 -20510.5 -22526.3 -22402.5
11 100 33091 -18701.3 -23146.6 -11011.8
12 110 33090 -95208.9 -97666.2 -87373.3
13 120 33089 -21036.9 -19023.2 -16599.8
14 130 33088 88896.4 91550.9 79500.4
15 140 33087 83393.8 77427.8 76283.8
16 150 33086 57031.1 56011.1 47281.3
17 160 33085 -28259.9 -23896.9 -33784.1
18 170 33084 -44164.6 -46425.1 -34124.7
19 180 33083 -41668.4 -45398.6 -35417.4
20 190 33082 633.361 900.277 -909.046
21 200 33081 8834.32 9639.8 6341.44
22 210 33080 93863.2 88347.9 88885.7
23 220 33079 74078.3 69840.2 70219.1
24 230 33078 -65470.4 -62720.9 -63666
25 240 33077 -27625.7 -31749 -20747.4
26 250 33076 -13031.3 -23006.6 -18170.3
27 260 33075 -39007.3 -36983.9 -45050.4
28 270 33074 21314.1 9615.46 2904.26
29 280 33073 76451.4 61680.8 57189.8
30 290 33072 9382.51 14287.7 6904.07
31 300 33071 -22032.2 -26100.9 -20180.7
32 310 33070 -1453.94 -4080.81 6809.58
33 320 33069 -31427 -24416.9 -26234.3
34 330 33068 -13892.4 -13562.1 -12736
35 340 33067 68017.1 70175.6 58729.5
36 350 33066 15029.5 7153.91 3331.83
37 360 33065 12850.5 7679.79 11233.2
38 370 33064 -7633.87 -9866.48 -8760.71
39 380 33063 -60548.6 -74386.6 -66103.7
40 390 33062 7197.75 4917.92 7141
41 400 33061 15454.5 10244.6 3782.44
42 410 33060 9895.33 1406.86 -5518.99
43 420 33059 42891 35424.6 32963.5
44 430 33058 29284.6 15231.8 23248.5
45 440 33057 -26804.2 -29429.2 -33138
46 450 33056 -34790.6 -36849.7 -33563.1
47 460 33055 14963.9 7296.54 11209.8
48 470 33054 14708.7 22098.3 5431.85
49 480 33053 -4820.36 -12895.1 -13962.5
50 490 33052 38753.1 25638.4 26270
51 500 33051 -6769.48 -3513.61 -8041.53
52 510 33050 -28579.8 -27838.1 -24815.7
53 520 33049 3611.17 3353.58 8712.21
54 530 33048 -10407.1 -5036.27 -13689.1
55 540 33047 6463.06 11958.3 4949.14
56 550 33046 35133.3 27019.7 27314
57 560 33045 6325.72 -6026.98 -5080.76
58 570 33044 -15616.1 -21370.2 -18883
59 580 33043 4206.86 -1200.04 2825.19
60 590 33042 -22303.7 -22676.8 -25503.5
61 600 33041 -12700.6 -12052.2 -21246.7
62 610 33040 25017.8 21554.8 16521.9
63 620 33039 12261.5 4695.7 2869.05
64 630 33038 -1897.2 -4322.57 -6811.13
65 640 33037 12463.4 1098.56 8981.71
66 650 33036 3604.9 -3822.3 5109.77
67 660 33035 -30612.8 -24896.4 -32917.4
68 670 33034 -11448.3 -15513.8 -16434
69 680 33033 33240.7 33942 26859.8
70 690 33032 -5479.76 -9888.03 -10984.3
71 700 33031 -531.324 -17520.1 -10809.8
72 710 33030 31579.6 24701.7 31868.4
73 720 33029 -12373.4 -27397 -12827.6
74 730 33028 -15906.2 -26724.4 -24256.3
75 740 33027 14032.3 18175.6 10841.4
76 750 33026 -73.3358 -8200.57 -6629.3
77 760 33025 1999.62 533.317 -1351.29
78 770 33024 15769.7 9878.94 9591.32
79 780 33023 -2192.4 -12295 -3518.42
80 790 33022 -6148.33 -17434.9 -6305.26
81 800 33021 -3885.56 -13485.4 -10479
82 810 33020 -8241.65 -3340.6 -11358.5
83 820 33019 9236.74 102.851 5258.64
84 830 33018 6863.82 1414.51 -2949.37
85 840 33017 -11261.3 -10262.4 -15068.8
86 850 33016 20473 5067.12 18212.1
87 860 33015 7660.33 -9445.45 1752.43
88 870 33014 -22815.2 -24811.1 -26082.8
89 880 33013 5628.05 3048.75 4895
90 890 33012 10051.7 1531.6 2822.07
91 900 33011 -14124.7 -16292.2 -23397.7
92 910 33010 10391.6 3912.66 6427.37
93 920 33009 8414.67 -878.585 5108.32
94 930 33008 1487.79 -5459.28 -209.319
95 940 33007 3460.18 1131.99 5670.99
96 950 33006 -6456.84 -282.33 -2811.82
97 960 33005 -1562.89 -1588.38 -7359.4
98 970 33004 -1313.74 -4213.1 -11246.4
99 980 33003 9743.89 4906.28 2972.99
100 990 33002 10425.3 -1012.81 2400.64
332000 100
1 0 33201 670728 609189 600638
2 10 33200 107753 110365 106208
3 20 33199 -35146.7 -32555.8 -34411.4
4 30 33198 101894 95624.4 111973
5 40 33197 -84609.3 -94364.2 -78184.9
6 50 33196 -73185.2 -72704.5 -76188.9
7 60 33195 102833 100194 90679.8
8 70 33194 171536 170867 167491
9 80 33193 28249.9 32610.4 21034.9
10 90 33192 -20709.4 -22364.8 -22677.9
11 100 33191 -18612.2 -22637.3 -11356.8
12 110 33190 -95195.1 -97283.3 -87488.1
13 120 33189 -21093.5 -19083.1 -16710.8
14 130 33188 88916.8 91693.1 79752
15 140 33187 83329.3 77251.3 76650.2
16 150 33186 57016.8 55848.3 47495.8
17 160 33185 -28305.1 -23724.3 -33822.3
18 170 33184 -44088.2 -46060.4 -34351.2
19 180 33183 -41545.3 -45453.5 -35434.5
20 190 33182 758.085 976.124 -994.058
21 200 33181 9204.64 9858.64 6202.07
22 210 33180 94034.3 88242.6 89008.3
23 220 33179 74175.5 69780.1 70504
24 230 33178 -65197.8 -62261.5 -63832.4
25 240 33177 -27537.2 -31595.9 -21240.6
26 250 33176 -13055.4 -23033.5 -18330.7
27 260 33175 -38945 -36638.3 -44889
28 270 33174 21512 9769.73 2946.79
29 280 33173 76255.3 61713.1 57566
30 290 33172 9455.43 14397.6 7449.43
31 300 33171 -21865.2 -25767.6 -20330.7
32 310 33170 -1581.83 -4040.84 6304.11
33 320 33169 -31510.4 -24376.3 -26445.8
34 330 33168 -13996.8 -13582.3 -12895
35 340 33167 67902.5 70124.4 58756.4
36 350 33166 14799 7082.54 3876.09
37 360 33165 12713.1 7641.05 11468
38 370 33164 -7631.78 -9903.8 -8942.13
39 380 33163 -60665.2 -74182.4 -66281.1
40 390 33162 7010.64 4922.78 6823.9
41 400 33161 15518 10364.3 3747.95
42 410 33160 9907.26 1645.23 -4973.43
43 420 33159 42834.5 35405.8 33283.1
44 430 33158 29264.1 15272.1 23255
45 440 33157 -26716.3 -29494.5 -32967.8
46 450 33156 -34825.7 -36942.5 -33926.2
47 460 33155 14848 7067.3 10384.3
48 470 33154 14758 22098.3 5787.33
49 480 33153 -4762.27 -12492.6 -13409.5
50 490 33152 38492.6 25899.8 25938.3
51 500 33151 -6858.97 -3284.48 -7948.42
52 510 33150 -28529.1 -27441.4 -24532.4
53 520 33149 3538.64 3321.28 8032.77
54 530 33148 -10386.3 -5076.81 -14144.9
55 540 33147 6489.26 11944.6 5687.88
56 550 33146 34974.1 27257.3 27751.9
57 560 33145 6001.76 -5736.72 -5171.63
58 570 33144 -15862.6 -21017.6 -18524.9
59 580 33143 4128.17 -796.271 2908.36
60 590 33142 -22398.3 -22376.5 -26169.3
61 600 33141 -12594.2 -11797.6 -21376.3
62 610 33140 25327.9 21799.9 16870.2
63 620 33139 12104.2 4980.83 3186.63
64 630 33138 -2013.51 -4161.67 -6502.94
65 640 33137 12392.2 1246.39 9007.02
66 650 33136 3448.59 -3545.54 4956.7
67 660 33135 -30508.3 -24893.7 -33256.2
68 670 33134 -11119.2 -15376.8 -16739.7
69 680 33133 33398.4 34401.1 26877.1
70 690 33132 -5598.06 -9791.02 -10564.2
71 700 33131 -655.669 -17197.9 -10493.1
72 710 33130 31399.1 24786.4 31786.7
73 720 33129 -12643.8 -27349.1 -13082
74 730 33128 -15852.1 -26752.4 -24554.5
75 740 33127 14340.3 18278 10496
76 750 33126 40.6893 -7937.05 -6509.13
77 760 33125 2028.33 767.382 -616.9
78 770 33124 15647.9 10218.3 9966.03
79 780 33123 -2405.48 -11989.5 -3727.96
80 790 33122 -6291.96 -17313.5 -6375.54
81 800 33121 -3808.04 -13492.8 -10734.1
82 810 33120 -7680.74 -3099.21 -11965.1
83 820 33119 9718.98 281.177 5435.51
84 830 33118 6848.04 1451.76 -2316.4
85 840 33117 -11160.9 -10193 -15082.4
86 850 33116 20134.1 5132.63 17798.6
87 860 33115 7170.5 -9667.41 1454.98
88 870 33114 -22547.3 -24751.3 -26730.8
89 880 33113 6053.26 3109.17 4403.93
90 890 33112 10446.4 1723.2 3342.22
91 900 33111 -14069.8 -16276.8 -22837.7
92 910 33110 10040.9 4018.04 6726.79
93 920 33109 7966.38 -792.904 5427.17
94 930 33108 901.855 -5724.62 -603.908
95 940 33107 3450.74 1037.33 4916.47
96 950 33106 -5992 -348.374 -2978.27
97 960 33105 -1559.83 -1688.33 -7110.84
98 970 33104 -1329.56 -4339.15 -10890.3
99 980 33103 9328.62 5046.52 3506.46
100 990 33102 9790.11 -897.671 2781.99
333000 100
1 0 33301 670418 609145 601217
2 10 33300 107629 110202 106393
3 20 33299 -35244.3 -32722.2 -34156.2
4 30 33298 101927 95147 112356
5 40 33297 -84738.7 -94670.5 -78263.9
6 50 33296 -73422.8 -72870.4 -76126.5
7 60 33295 102969 100227 90874.2
8 70 33294 171263 171156 167306
9 80 33293 27927.7 32977.7 21142.1
10 90 33292 -20552.7 -22410.6 -22246.3
11 100 33291 -18970 -22883.4 -11351.9
12 110 33290 -95369.1 -97300.6 -87489
13 120 33289 -20854.3 -19587.8 -16325.3
14 130 33288 88763.3 91739.7 79667.7
15 140 33287 83168.7 77582.9 76362.4
16 150 33286 57441.3 56010.4 47704.5
17 160 33285 -28281.4 -23621.3 -33809.8
18 170 33284 -44265.8 -46043.5 -34588
19 180 33283 -41142.6 -45659.8 -35124.2
20 190 33282 673.732 891.433 -871.676
21 200 33281 8957.6 9842.05 6125.61
22 210 33280 94186.4 88444 89250
23 220 33279 74113.8 69993.7 70642.3
24 230 33278 -65493.8 -62302.5 -63997.9
